,brand,url,label
651,frogbox,https://frogbox.eu,SUS
652,front row shop,https://frontrowshop.com,SUS
653,frugi,https://www.welovefrugi.com,SUS
654,fruit of the loom,https://www.fruitoftheloom.co.uk,NOT
655,fräulein wunder,https://fraeuleinwunder-hamburg.de/,SUS
656,ftc cashmere,https://ftc-cashmere.com/en/home,SUS
657,funky buddha,https://funky-buddha.com,SUS
658,funkyjunk recycled,http://funkyjunkrecycled.com,SUS
659,furla,https://furla.com,NOT
660,fussl,http://www.fussl.at,SUS
661,g-lab,https://g-lab.com,NOT
662,g-star,https://g-star.com,SUS
663,g. h. bass & co.,https://ghbass.com,NOT
664,g.kero,https://gkero.com,SUS
665,gaastra,https://gaastrastore.com,NOT
666,gabba,https://gabba-denim.com,NOT
667,gabor,https://gaborshoes.co.uk,NOT
668,gabs,https://gabs.it,NOT
669,gadea,https://gadeashoes.com,NOT
670,gaiam,https://gaiam.com,SUS
671,gallucci,https://galluccishoes.it,NOT
672,gamiss,https://gamiss.com,NOT
673,gang,https://gang-clothing.gr,SUS
674,ganni,https://ganni.com,NOT
675,gant,https://gant.com,NOT
676,gap,https://gap.com,NOT
677,garcia,https://www.wearegarcia.com,NOT
678,gardenia copenhage,https://gardeniacopenhagen.com,NOT
679,garment project,https://garmentproject.com,NOT
680,gas jeans,https://gasjeans.com,NOT
681,gaudi,https://gaudi-clothing.com,SUS
682,gear4,https://gear4motorcycles.co.uk,NOT
683,geisha,https://geishafashion.eu,NOT
684,gelati,https://gelatijeans.co,NOT
685,gelukszoekers,https://ikbeneengelukszoeker.nl/,SUS
686,george gina & lucy,https://george-gina-lucy.com,SUS
687,geox,https://geox.com,NOT
688,gerry weber,https://gerryweber.com,NOT
689,gestuz,https://gestuz.com,NOT
690,gianni kavanagh,https://giannikavanagh.com,SUS
691,gianni lupo,https://giannilupo.com,NOT
692,giesswein,https://giesswein.com,SUS
693,gina cusachs,https://ginacusachs.com,SUS
694,gina tricot,https://www.ginatricot.com,NOT
695,giorgio 1958,http://giorgio1958.com,NOT
696,gipsy,https://gipsyonline.com,NOT
697,girav,https://girav.nl,NOT
698,giro,https://giro.com,NOT
699,givenchy,https://givenchy.com,NOT
700,glamorous,https://glamorous.com,NOT
701,globe,https://globebrand.com,NOT
702,globe hope,http://globehope.com,SUS
703,glore,https://glore.de,SUS
704,glorious gangsta,https://gloriousgangsta.com,NOT
705,gloverall,https://gloverall.com,NOT
706,goat organic apparel,https://goatorganicapparel.com,SUS
707,gola,https://gola.co.uk,NOT
708,golden beards,https://goldenbeards.com,SUS
709,golden equation,https://goldenequation.co.uk,NOT
710,goldgarn,https://goldgarn.masquare.de/,SUS
711,goliath,http://stgoliath.com,NOT
712,good guys,https://goodguysclothing.co,SUS
713,good krama,https://goodkrama.com,SUS
714,good news,https://goodnewsapparel.co,SUS
715,good tee co.,https://goodteeco.com,SUS
716,goodsociety,https://goodsociety.org,SUS
717,goosecraft,https://goosecraft.com,NOT
718,gore wear,https://gorewear.com,NOT
719,grab your garb,https://grabyourgarb.com,SUS
720,grace,https://ilovegraceclothing.com,SUS
721,graciela huam,https://gracielahuam.com,SUS
722,green shirts,https://green-shirts.com,SUS
723,greenality,https://greenality.com,SUS
724,greenbomb,https://greenbomb.info,SUS
725,greenburry,https://greenburry.de,SUS
726,greenland,http://greenlandtoday.com,SUS
727,gregory,https://gregory.net.nz,SUS
728,grenson,https://grenson.com,NOT
729,greystone,http://greystonebigsizes.com,NOT
730,grimey,https://grimeywear.com,SUS
731,groenendijk,https://groenendijkbedrijfskleding.nl,SUS
732,grounded,http://groundedclothing.com,NOT
733,grow from nature,https://growfromnature.com,SUS
734,gsus,https://g-sus.com,NOT
735,gta,https://gtasanandreas.net,NOT
736,gucci,https://gucci.com,NOT
737,guess,https://guess.eu,NOT
738,gugguu,https://gugguu.com,NOT
739,guppyfriend,https://guppyfriend.com,SUS
740,gustav,https://gustav-denmark.com,SUS
741,guts & gusto,https://gutsgusto.com,NOT
742,gym king,https://gymkingclothing.com.au,SUS
743,h.i.s,https://his.boutique,NOT
744,h.i.s jeans,https://his-jeans.de,NOT
745,hafendieb,https://hafendieb.de,SUS
746,haglöfs,https://haglofs.com/fi/en-fi/,NOT
747,haikure,https://haikure.com,SUS
748,haix,https://haix.de,SUS
749,hallhuber,https://hallhuber.com,NOT
750,han kjobenhavn,https://hankjobenhavn.com,SUS
751,hanes,https://hanes.com,SUS
752,hangowear,https://hangowear.de,SUS
753,hanna andersson,https://hannaandersson.com,NOT
754,hanro,https://hanro.com,SUS
755,hanwag,https://hanwag.com,SUS
756,hanz de fuko,https://hanzdefuko.com,NOT
757,happy plugs,https://happyplugs.com,SUS
758,happy size,https://happy-size.de,SUS
759,happy socks,https://happysocks.com,NOT
760,hardware,http://www.hardwareldn.com,SUS
761,harley davidson,https://harley-davidson.com,NOT
762,harold's,https://harolds.com,SUS
763,harrington,https://harrington.fr,NOT
764,harris wharf london,https://harriswharflondon.co.uk,NOT
765,harry,https://harrys.nz,SUS
766,hatico,https://hatico.de,NOT
767,hatley,https://hatley.com,SUS
768,hatsup,https://hatsupshop.com,SUS
769,havaianas,https://havaianas-store.com,NOT
770,havep,https://havep.com,SUS
771,hawke&co,https://hawkeco.com,NOT
772,head,https://head.com,NOT
773,head over heels,https://headoverheelsonline.com,SUS
774,hedgren,https://hedgren.com,NOT
775,heimplanet,https://heimplanet.com,SUS
776,hej organic,https://hejorganic.com,SUS
777,helly hansen,https://hellyhansen.com,NOT
778,helmut lang,https://helmutlang.com,NOT
779,helvetica mountain pioneers,https://helvetica-mp.com/,NOT
780,hema,https://hema.com,NOT
781,hempage,https://hempage.com,SUS
782,herrlicher,https://herrlicher.com,NOT
783,hers wave,https://herswave.com,SUS
784,herschel,https://herschel.com,NOT
785,hessnatur,https://hessnatur.com,SUS
786,hey honey,https://heyhoneyclothing.com,SUS
787,hi-tec,https://hi-tec.com,NOT
788,hidden beneath underwear,https://hiddenbeneathunderwear.com,SUS
789,hide the label,https://hidethelabel.com,SUS
790,high peak,http://hipeak.com/,NOT
791,hiit,https://myhiitgear.com,NOT
792,hikari,https://hikaricollection.com,SUS
793,hippytree,https://hippytree.com,SUS
794,hirschkind,https://hirschkind.de,SUS
795,hobbs,https://www.hobbs.com,NOT
796,holdereight,https://holdereight.com,SUS
797,hom,https://uk.hom.com,NOT
798,homebase,https://homebase.co.uk,SUS
799,homeboy,https://www.homeboy.eu,SUS
800,hoodlamb,https://hoodlamb.com,SUS
801,hope,https://hope-sthlm.com,NOT
802,horsefeathers,http://horsefeathers.eu,NOT
803,hot&tot,https://hottot.nl,SUS
804,hotter,https://hotter.com,NOT
805,houdini,https://houdinisportswear.com,SUS
806,house 99,https://www.house99.co.uk,NOT
807,house of hounds,https://houseofhoundsshoes.com,SUS
808,howies,https://howies.co.uk,SUS
809,hub,https://hubshop.co.uk,NOT
810,hub footwear,https://hubfootwear.com,NOT
811,huez,https://huez.co.uk,NOT
812,huf,https://hufworldwide.com,NOT
813,hugo boss,https://hugoboss.com,NOT
814,human nature,https://humannatureshow.com,NOT
815,humanoid,https://shophumanoid.com,NOT
816,hummel,https://hummel.net,NOT
817,hummel hive,https://hummel.net/,NOT
818,hunter,https://hunterboots.com,NOT
819,hunza,https://hunzag.com,NOT
820,hurley,https://hurley.com,NOT
821,hush puppies,https://hushpuppies.com,NOT
822,huxley,https://huxleyandharper.com,SUS
823,hxtn supply,http://hxtnsupply.com,SUS
824,hymn,http://www.hymnlondon.com,SUS
825,högl,https://hoegl.com/en-us,NOT
826,i.am+,https://freshiam.net,NOT
827,iammozi,https://iammozi.com,SUS
828,iblues,https://gb.iblues.it,NOT
829,iceberg,http://iceberg.com,NOT
830,icebreaker,https://icebreaker.com,NOT
831,icepeak,https://icepeak.fi,NOT
832,ichi,https://ichi.biz,NOT
833,icon brand,https://iconbrand.com,NOT
834,ideal of sweden,https://idealofsweden.eu,NOT
835,iglo + indi,https://iglo-indi.myshopify.com/,SUS
836,iheart,https://iheartraves.com,NOT
837,ikks,https://ikks.com,NOT
838,ilse jacobsen,https://ilsejacobsen.com,NOT
839,in front,https://infrontwomen.dk,SUS
840,incase,https://incase.com,NOT
841,ind-berlin,https://ind-berlin.net,SUS
842,indah,https://indahclothing.com,NOT
843,indigenous,https://indigenous.com,SUS
844,indigo people,https://indigopeople.net,SUS
845,indikidual,https://indikidual.bigcartel.com/,SUS
846,inferno ragazzi,https://infernoragazzi.com,SUS
847,inkkas,https://inkkas.com,SUS
848,inov-8,https://inov-8.com,NOT
849,insane in the rain,https://insaneintherain.com,SUS
850,insecta,https://shopinsecta.com,SUS
851,instinct,http://instinctclothing.net,SUS
852,inti,https://intiknitwear.com,SUS
853,inuikii,https://inuikii.com,NOT
854,inuovo,https://inuovo.com,SUS
855,invito,https://invito.com,NOT
856,inwear,https://inwear.com,NOT
857,inyati,https://inyati.de,SUS
858,ion,https://ion-products.com,SUS
859,iphoria,https://iphoria.com,SUS
860,iriedaily,https://iriedaily.de,NOT
861,iro,https://iroparis.com,NOT
862,iron roots,https://ironroots.com,SUS
863,isabel marant,https://isabelmarant.com,NOT
864,ivko,https://ivko.com,NOT
865,ivy & oak,https://ivy-oak.com,SUS
866,ivyrevel,https://ivyrevel.com,NOT
867,izia,https://iziaclothing.com,NOT
868,j.crew,https://jcrew.com,NOT
869,j.lindeberg,https://jlindeberg.com,NOT
870,jacadi,https://jacadi.us,NOT
871,jacamo,https://www.jacamo.co.uk,NOT
872,jack & jones,https://jackjones.com,NOT
873,jack wills,https://www.jackwills.com,NOT
874,jack wolfskin,https://jack-wolfskin.com,SUS
875,jackalo,https://hellojackalo.com,SUS
876,jacky luxury,https://jackyluxury.com,NOT
877,jack´s sportswear,http://jackssportswear.com,NOT
878,jaded london,https://jadedldn.com/,SUS
879,jako,https://jako.ie,NOT
880,james nicholson,https://james-nicholson.de,SUS
881,james perse,https://jamesperse.com,NOT
882,james read,https://jamesreadtan.com,NOT
883,jan 'n june,https://jannjune.com,SUS
884,jan vanderstorm,https://janvanderstorm.de,SUS
885,jansport,https://jansport.com,NOT
886,jbc,https://jbc.be,NOT
887,jbl,https://jbl.com,SUS
888,jbriels,https://www.jbriels.com,SUS
889,jbs,http://www.jbsclothingcompany.com,SUS
890,jcsophie,https://jcsophie.nl,SUS
891,jdwilliams,https://jdwilliams.co.uk,NOT
892,jeep,https://jeep-outfitter.com,NOT
893,jeepers peepers,https://jeeperspeepers.co.uk,SUS
894,jeffery west,https://jeffery-west.co.uk,NOT
895,jeffrey campbell,https://jeffreycampbellshoes.com,NOT
896,jigsaw,https://jigsaw-online.com,NOT
897,jil sander,https://www.jilsander.com,SUS
898,jim rickey,https://jimrickey.com,NOT
899,jimmy choo,https://jimmychoo.com,NOT
900,jimmy lion,https://jimmylion.com,SUS
901,jo ghost,https://www.joghost.com,NOT
902,jockey,https://jockey.com,NOT
903,joe browns,https://joebrowns.co.uk,NOT
904,john richmond,https://johnrichmond.com,NOT
905,john w. shoes,https://johnwshoes.de,SUS
906,johnny romance,https://johnnyromance.fr,SUS
907,johnny urban,https://johnny-urban.com,SUS
908,johnnylove,https://johnnylove.com,SUS
909,johnstons of elgin,https://johnstonsofelgin.com,SUS
910,jollein,https://jollein.com,NOT
911,joma,https://joma-sport.com,NOT
912,jonak,https://jonak-paris.com,NOT
913,joop!,https://joop.com,NOT
914,josef seibel,https://josefseibel.co.uk,SUS
915,joseph,https://joseph-fashion.com,NOT
916,josjes,http://josjescloset.nl,SUS
917,jost,https://jost-bags.com,NOT
918,jott,https://justoverthetop.com/en/,NOT
919,jottum,https://jottum.com,NOT
920,juffrouw jansen,https://www.juffrouwjansen.com,SUS
921,juicy couture,https://juicycouture.com,NOT
922,julia otilia,https://juliaotilia.com,SUS
923,junarose,https://junarose.com,NOT
924,jungle sol,https://junglesolcollection.com,SUS
925,junk de luxe,https://junkdeluxe.com,SUS
926,just cavalli,https://justcavalli.com,NOT
927,just female,https://justfemale.com,SUS
928,just junkies,https://justjunkies.eu,NOT
929,justice,https://shopjustice.com,NOT
930,juvia,https://www.juvia.com,NOT
931,jyoti - fair works,https://jyoti-fairworks.org,SUS
932,k-swiss,https://kswiss.com,NOT
933,k-way,https://k-way.co.uk,NOT
934,k1x,https://shop.k1x.com,NOT
935,kaffe,https://kaffe-clothing.com,NOT
936,kaikkialla,https://kaikkialla.com,SUS
937,kaipara,https://kaipara.de,SUS
938,kalenji,https://kalenji.co.uk,NOT
939,kaliber fashion,https://kaliberfashion.com,SUS
940,kalso earth shoe,https://earthshoes.com/,SUS
941,kangaroos,https://kangaroos.com,NOT
942,kangol,https://kangol.com,NOT
943,kanjers,https://stichtingkanjersvoorkanjers.nl,NOT
944,kantala,https://kantalabrands.com,SUS
945,kaotiko,https://kaotikobcn.com,NOT
946,kappa,https://kappa-usa.com,NOT
947,kappahl,https://www.kappahl.com,NOT
948,kapten & son,https://kapten-son.com,SUS
949,karen millen,https://karenmillen.com,NOT
950,kari traa,https://karitraa.com,SUS
951,karl kani,https://karlkani.com,NOT
952,karl lagerfeld,https://karllagerfeldparis.com,NOT
953,karrimor,https://www.karrimor.com,NOT
954,kavat,https://kavat.com,SUS
955,kavu,https://kavu.com,SUS
956,kazmok,https://kazmok.com,SUS
957,keela,https://keela.co.uk,NOT
958,keen,https://keenfootwear.com,NOT
959,keep,https://keepcompany.com,NOT
960,kempa,http://kempa-sports.com,NOT
961,"kenneth cole
",https://kennethcole.com,SUS
962,kenzo,https://kenzo.com,NOT
963,kerbholz,https://kerbholz.com,SUS
964,key largo,https://keylargo-shop.de,NOT
965,khujo,https://khujo.com,NOT
966,khula,https://khulawear.com,SUS
967,kickers,https://kickers.com,NOT
968,kidscase,https://kidscase.com,SUS
969,kiezeltje,http://kiezeltje.nl,SUS
970,kik,http://kik-textilien.com,NOT
971,kik-kid,https://kik-kidwebshop.nl,NOT
972,killstar,https://killstar.com,NOT
973,killtec,https://killtec.de,SUS
974,king louie,https://kinglouie.nl,SUS
975,kings of indigo,https://kingsofindigo.com,SUS
976,kings will dream,https://kingswilldream.com,NOT
977,kipepeo clothing,https://kipepeo-clothing.com,SUS
978,kipling,https://kipling.com,NOT
979,kismet,https://kismetcollections.com,SUS
980,kitaro,https://www.kitaro.fashion,NOT
981,kite,https://kite-clothing.co.uk,SUS
982,kjelvik,http://kjelvik.nl,NOT
983,kjus,https://kjus.com,SUS
984,klean kanteen,https://kleankanteen.com,SUS
985,kleiderhelden,https://kleiderhelden.com/,SUS
986,kling,https://kling.es,SUS
987,kmart,https://kmart.com,NOT
988,knirps,https://knirps.de,NOT
989,knomo,https://knomo.com,SUS
990,know the origin,https://knowtheorigin.com,SUS
991,kokon zwo,https://kokonzwo.de,SUS
992,komodo,https://komodo.online,SUS
993,komono,https://komono.com,NOT
994,kookai,https://kookai.com.au,NOT
995,kowtow,https://kowtowclothing.com,SUS
996,kreafunk,https://kreafunk.com,SUS
997,krochet kids,https://krochetkids.org,SUS
998,kronstadt,https://kronstadt.dk,SUS
999,kurt geiger,https://kurtgeiger.com,NOT
1000,kuyichi,https://kuyichi.com,SUS
1001,kygo,https://www.kygolife.com,NOT
1002,l.credi,https://lcredi-munich.de,SUS
1003,l.k.bennett,https://lkbennett.com,NOT
1004,la ligna,https://laligna.nl,NOT
1005,la luna rose,https://lalunarose.com,SUS
1006,la martina,https://lamartina.com,NOT
1007,la queue du chat,https://laqueueduchat.com,SUS
1008,la sportiva,https://lasportiva.com,NOT
1009,lab pal zileri,https://labpalzileri.com,NOT
1010,labante,https://labante.co.uk,SUS
1011,lacoste,https://lacoste.com,NOT
1012,lafuma,https://lafuma.com,NOT
1013,lala berlin,https://lalaberlin.com,NOT
1014,laladoo,https://laladoo.nl,SUS
1015,lamborghini,https://lamborghinistore.com,NOT
1016,lamour est bleu,https://lamourestbleu.com,SUS
1017,lancel,https://lancel.com,NOT
1018,lands' end,https://landsend.com,NOT
1019,langbrett,https://langbrett.com,SUS
1020,langerchen,https://langerchen.com,SUS
1021,lanius,https://lanius.com,SUS
1022,lanvin,https://lanvin.com,NOT
1023,laona,https://laona.de,NOT
1024,larsson & jennings,https://larssonjennings.com,SUS
1025,lascana,https://lascana.com,NOT
1026,laundry industry,https://laundryindustry.com,NOT
1027,laura vita,http://lauravita.com,NOT
1028,laurel,https://laurel.de,NOT
1029,lavandera,http://lavanderabrand.com,SUS
1030,le big,https://lebig.com,NOT
1031,le coq sportif,https://lecoqsportif.com,NOT
1032,le cord,https://lecord.com,NOT
1033,le fix,https://le-fix.com,NOT
1034,le specs,https://lespecs.com,NOT
1035,le tanneur,https://letanneur.com,NOT
1036,le temps des cerises,https://letempsdescerises.com,NOT
1037,league collective,https://leaguecollective.co.uk,SUS
1038,lee,https://uk.lee.com,NOT
1039,lee cooper,https://leecooper.com,NOT
1040,leela cotton,https://leelacotton.de,SUS
1041,legends,https://legends.dk,NOT
1042,legero,https://legero.at/en/,NOT
1043,lemon jelly,https://lemonjelly.com,NOT
1044,lemon spicy,https://lemonspicysocial.com,SUS
1045,leonhard heyden,https://leonhard-heyden.com,SUS
1046,lerros,https://lerros.nl,NOT
1047,les deux,https://lesdeux.com,NOT
1048,les girls les boys,https://lesgirlslesboys.com,NOT
1049,les racines du ciel,https://les-racines-du-ciel.com,SUS
1050,levete room,https://leveteroom.com,SUS
1051,lexington,https://lexingtoncompany.com,NOT
1052,liebesglück,https://liebesglueck.masquare.de/,SUS
1053,liebeskind,https://int.liebeskind-berlin.com,NOT
1054,liger,https://thisisliger.com,NOT
1055,light boardcorp,https://lightboardcorp.com,SUS
1056,lika4kids,https://lika4kids.com,SUS
1057,lily and rose,https://lilyandrose.ie,NOT
1058,linamour,https://linamour.com,SUS
1059,lindbergh,https://lindberghfashion.com,NOT
1060,liquiproof,https://liquiproof.co.uk,NOT
1061,little green radicals,https://littlegreenradicals.co.uk,SUS
1062,little mistress,https://little-mistress.com,NOT
1063,liu jo,https://liujo.com,NOT
1064,livera,https://livera.nl,NOT
1065,liverpool jeans,https://liverpooljeans.com,NOT
1066,living crafts,https://livingcrafts.de,SUS
1067,loake,https://loake.co.uk,NOT
1068,loavies,https://loavies.com,NOT
1069,loenatix,https://loenatix.nl,SUS
1070,loints of holland,https://lointsofholland.com,SUS
1071,lola ramona,https://www.lolaramona.com,SUS
1072,long tall sally,https://longtallsally.com,NOT
1073,lonsdale,https://www.lonsdale.com,NOT
1074,loop.alife,https://loopalife.com,SUS
1075,lorna jane,https://lornajane.com.au,NOT
1076,lost ink,https://lost-ink.co.uk/,SUS
1077,lotika,https://lotika.nl,SUS
1078,lotto,https://lotto.it/eng/,NOT
1079,lotuscrafts,https://lotuscrafts.eu,SUS
1080,lousy livin,https://www.lousylivin.com,NOT
1081,love sofie,http://sofiebly.se,SUS
1082,love stories,https://lovestoriesintimates.com,NOT
1083,lovjoi,https://lovjoi.com,SUS
1084,lowa,https://lowaboots.com,NOT
1085,lowe alpine,https://lowealpine.com,NOT
1086,lucila kenny,http://lucilakenny.com,SUS
1087,lucky brand,https://luckybrand.com,NOT
1088,luhta,https://luhta.fi,NOT
1089,luke 1977,https://luke1977.com,NOT
1090,lumene,https://lumene.com,NOT
1091,lundhags,https://lundhags.com,NOT
1092,luxuar,https://luxuar-shop.com,NOT
1093,löffler,https://loeffler.at/en/,NOT
1094,löwengrip,https://lowengrip.com/,SUS
1095,maas natur,https://maas-natur.de,SUS
1096,maathai organic,https://maathaiorganic.com,SUS
1097,mac,https://mac-jeans.com/de-de/en-en,NOT
1098,macbeth,http://macbeth.com,NOT
1099,mackintosh,https://mackintosh.com,NOT
1100,madden,https://stevemadden.com,NOT
1101,madewell,https://madewell.com,NOT
1102,madness,https://madness-uk.myshopify.com,NOT
1103,madrista,https://madrista.nl,SUS
1104,mads nørgaard,https://madsnorgaard.com,NOT
1105,mae & ivy,https://maeandivy.com/,NOT
1106,mae sue,https://maesue.com,SUS
1107,magadi,https://magadi.de,SUS
1108,magicstripes,https://magicstripes.com,SUS
1109,magnanni,https://eu.magnanni.com/,NOT
1110,mainio,https://mainioclothing.com,SUS
1111,maison alfa,https://maisonalfa.com,SUS
1112,maium,https://maium.nl,SUS
1113,maje,https://uk.maje.com,NOT
1114,makia,https://makiaclothing.com,NOT
1115,mala collective,https://malacollective.com,SUS
1116,malawelt,https://malawelt.de,SUS
1117,malimo,https://malimo.co,SUS
1118,maloja,https://maloja.de,SUS
1119,malvin,https://malvin.de,NOT
1120,mamalicious,https://mamalicious.com,NOT
1121,mammut,https://mammut.com,NOT
1122,man cave,https://mancaveworkwear.com.au,NOT
1123,mandala,https://mandala-fashion.com,SUS
1124,manduka,https://manduka.com,SUS
1125,manfield,https://manfield.com,NOT
1126,manhattan portage,https://www.manhattanportage.co.uk,SUS
1127,mano,https://manomanoapparel.com,SUS
1128,manomama,https://manomama.de,SUS
1129,maqu,https://bymaqu.com,SUS
1130,maravillas bags,https://maravillas-bags.com,SUS
1131,marc cain,https://marc-cain.com,NOT
1132,marc jacobs,https://marcjacobs.com,NOT
1133,marc o'polo,https://marc-o-polo.com,NOT
1134,marco tozzi,https://marcotozzi.com,NOT
1135,marie jo,https://mariejo.com,NOT
1136,marie sixtine,https://marie-sixtine.com,NOT
1137,marika,https://marika.com,SUS
1138,marimekko,https://marimekko.com,NOT
1139,marjolein elisabeth,https://marjoleinelisabeth.com,SUS
1140,marlies dekkers,https://marliesdekkers.com,NOT
1141,marmot,https://marmot.com,SUS
1142,marni,https://marni.com,NOT
1143,marshall,https://www.marshallartist.co.uk,SUS
1144,marshall artist,https://marshallartist.co.uk,NOT
1145,martin natur,https://martin-natur.es,SUS
1146,masai,https://masai.net,NOT
1147,maska,https://maska.se,SUS
1148,mason's,https://masons.it,NOT
1149,master & dynamic,https://masterdynamic.com,NOT
1150,matalan,https://matalan.co.uk,NOT
1151,matinique,https://matinique.com,NOT
1152,matt & nat,https://mattandnat.com/,SUS
1153,max&co.,https://gb.maxandco.com,NOT
1154,maxomorra,https://maxomorra.com,SUS
1155,mayamiko,https://mayamiko.com,SUS
1156,maze,https://mazeclothing.co.uk,SUS
1157,mazine,https://mazine.de,SUS
1158,maitre charle,http://www.maitrecharle.com,NOT
1159,mbym,https://mbym-shop.com,NOT
1160,mcgregor,https://mcgregornewyork.com,NOT
1161,mcm,https://mcmworldwide.com,NOT
1162,meindl,https://www.meindl-fashions.de,NOT
1163,mela london,https://melalondon.com,NOT
1164,men's society,https://menssociety.com,SUS
1165,menil,http://menil.eu,SUS
1166,mennace,https://www.mennace.com,SUS
1167,merc,https://merc.com,NOT
1168,mercer amsterdam,https://merceramsterdam.com,NOT
1169,merijula,https://merijula.com,SUS
1170,merrell,https://merrell.com,NOT
1171,mexx,https://mexx.com,NOT
1172,mey,https://mey.com,NOT
1173,miansai,https://miansai.com,SUS
1174,michael kors,https://michaelkors.com,NOT
1175,michaelis,https://michaelis.eu,NOT
1176,mika,https://mikayogawear.com,SUS
1177,miko lolo,https://mikololo.com,SUS
1178,millet,https://millet-mountain.com,NOT
1179,millican,https://homeofmillican.com,SUS
1180,mimi & bart,https://mimiandbart.com/,SUS
1181,mimycri,https://mimycri.de,SUS
1182,minimum,https://minimumfashion.com,NOT
1183,minnetonka,https://minnetonkamoccasin.com,NOT
1184,minuit sur terre,http://minuitsurterre.com,SUS
1185,mipacha,https://mipacha.com,SUS
1186,misericordia,http://misionmisericordia.com,SUS
1187,miss candyfloss,http://miss-candyfloss.com,NOT
1188,miss etam,https://missetam.nl,NOT
1189,miss goodlife,https://miss-goodlife.de/,SUS
1190,miss green,https://missgreen.nl,SUS
1191,miss sixty,https://misssixty.com,NOT
1192,missoni,https://missoni.com,NOT
1193,miu miu,https://miumiu.com,NOT
1194,mizuno,https://mizuno.com,NOT
1195,mjus,https://mjus-shoes.com,NOT
1196,mly,https://mly.nl,SUS
1197,mmx,https://mmxgermany.com,NOT
1198,mo,https://mo-co.com,NOT
1199,mobo,https://mobosfashion.com,NOT
1200,modström,https://modstrom.com/en,NOT
1201,molo,https://molo.com,SUS
1202,moma,https://moma.org,NOT
1203,momoc,https://momocshoes.com,SUS
1204,monkee genes,https://monkeegenes.com,SUS
1205,monki,https://monki.com,SUS
1206,monnalisa,http://monnalisa.eu,NOT
1207,mons royale,https://monsroyale.com,SUS
1208,monsieur poulet,http://monsieurpoulet.com,SUS
1209,monsoon,https://uk.monsoon.co.uk,NOT
1210,mont blanc,https://montblanc.com,NOT
1211,monta juniors,https://montajuniors.com,SUS
1212,montane,https://montane.co.uk,NOT
1213,montura,https://www.monturastore.com,NOT
1214,moon boot,https://moonboot.nl/,NOT
1215,moran,https://sophiemoran.com,SUS
1216,more & more,https://more-and-more.de,NOT
1217,moreschi,https://moreschi.it,NOT
1218,morethanhip,https://morethanhip.com,SUS
1219,morgan de toi,http://morgandetoi.co.uk,NOT
1220,morotai,https://morotai.de,NOT
1221,morris,https://www.philipmorrisdirect.co.uk,NOT
1222,mos mosh,https://mosmosh.com,NOT
1223,moschino,https://www.moschino.com,NOT
1224,moss copenhagen,https://mosscopenhagen.com,NOT
1225,motel,https://motelrocks.com,NOT
1226,mother,https://motherdenim.com,NOT
1227,mountain equipment,https://mountain-equipment.co.uk,NOT
1228,moves,https://movesshop.com,NOT
1229,mr bear family,https://mrbearfamily.com,SUS
1230,mr. manchette,https://mrmanchette.be,SUS
1231,mrp,https://mrp.com,SUS
1232,ms mode,https://msmode.nl,NOT
1233,ms. bay,https://ms-bay.com,SUS
1234,msgm,https://msgm.it,NOT
1235,muchachomalo,https://muchachomalo.com,NOT
1236,mud jeans,https://mudjeans.eu,SUS
1237,mudd & water,https://muddandwater.com/,SUS
1238,mufflon,https://mufflon.com,SUS
1239,muji,https://muji.eu,NOT
1240,muki,https://mukistore.com,NOT
1241,mum & co,https://mumand.co/,SUS
1242,mustang,http://uk.mustang-shoes.eu,NOT
1243,mwm,https://modwavemovement.com/,NOT
1244,my magic mud,https://mymagicmud.com,SUS
1245,mymarini,https://mymarini.com,SUS
1246,mymo,https://mymoshop.de,SUS
1247,myomy,https://myomydogoods.com,SUS
1248,mywalit,https://mywalit.com,SUS
1249,na-kd,https://na-kd.com,SUS
1250,nadadelazos,https://nadadelazos.com,SUS
1251,nae vegan,https://nae-vegan.com,SUS
1252,naf naf,https://nafnaf.com,NOT
1253,name it,https://nameit.com,NOT
1254,nanga,https://nanga.jp,SUS
1255,nanso,https://nansocanada.com,NOT
1256,naomi rachel timan,https://naomiracheltiman.com,SUS
1257,napapijri,https://napapijri.com,NOT
1258,nasty gal,https://nastygal.com,NOT
1259,nat-2,https://nat-2.eu/,SUS
1260,nathalie vleeschouwer,https://nathalievleeschouwer.be,SUS
1261,national geographic,https://shop.nationalgeographic.com,NOT
1262,native shoes,https://nativeshoes.com,SUS
1263,native souls,https://nativesouls.de,SUS
1264,native youth,https://native-youth.com,SUS
1265,natura,https://naturaselection.com,NOT
1266,naturalmente,https://naturalmente-fashion.de,SUS
1267,natureally,http://www.natureally.eu,SUS
1268,naturtex,https://naturtex.es,SUS
1269,nautica,https://nautica.com,NOT
1270,navyboot,https://navyboot.com,NOT
1271,nefertiti workshop,https://nefertitiworkshop.com,SUS
1272,neil barrett,https://neilbarrett.com,NOT
1273,neon moon,https://neonmoon.co,SUS
1274,neuw,https://neuwdenim.com,NOT
1275,new balance,https://newbalance.com,NOT
1276,new era,https://neweracap.com,NOT
1277,new look,https://newlook.com,NOT
1278,new yorker,https://newyorker.de,NOT
1279,newline,https://newlinesport.com,SUS
1280,newton,https://newtonapparel.com,SUS
1281,next,https://nextdirect.com,NOT
1282,nhncd,https://nhncd.nl,SUS
1283,nialaya,https://nialaya.com,NOT
1284,nicce,https://nicceclothing.com,SUS
